title,original_ingredients,standardized_ingredients
Brigadeiro,"sweetened condensed milk, unsweetened cocoa, butter, sprinkles","sweetened condensed milk, unsweetened cocoa, butter, sprinkle"
Peruvian Aji Verde,"cilantro, jalapeno peppers, lime, garlic, mayonnaise, extra-virgin olive oil","cilantro, jalapeno pepper, lime, garlic, mayonnaise, extra virgin olive oil"
Kimchi,"napa cabbage, sea salt, fish sauce, green onions, white onion, garlic, white sugar, ginger, Korean chile powder","napa cabbage, sea salt, fish sauce, green onion, white onion, garlic, white sugar, ginger, korean chile powder"
Hawaiian Coconut-Banana Bread,"coconut flour, all-purpose flour, xylitol, coconut sugar, flaxseed meal, baking soda, salt, bananas, butter, coconut milk, eggs, macadamia nuts","coconut flour, all purpose flour, xylitol, coconut sugar, flaxseed meal, baking soda, salt, banana, butter, coconut milk, egg, macadamia nut"
Canjica (Brazilian Hominy Pudding),"hominy, water, coconut milk, sweetened condensed milk, milk, white sugar, cinnamon sticks, cinnamon, cloves, coconut","hominy, water, coconut milk, sweetened condensed milk, milk, white sugar, cinnamon stick, cinnamon, clove, coconut"
Pickled Daikon Radish and Carrot,"distilled white vinegar, sugar, carrot, daikon radish, cilantro, Thai chile pepper","distilled white vinegar, sugar, carrot, daikon radish, cilantro, thai chile pepper"
Chocolate Black Tea Cake,"eggs, butter, white sugar, black tea, all-purpose flour, baking powder, bread crumbs, unsweetened cocoa powder, hazelnuts","egg, butter, white sugar, black tea, all purpose flour, baking powder, bread crumb, unsweetened cocoa powder, hazelnut"
Chicken Katsu,"chicken breast halves, salt and pepper, all-purpose flour, egg, panko bread crumbs, oil","chicken breast half, salt, black pepper, all purpose flour, egg, panko bread crumb, oil"
Budin (Puerto Rican Bread Pudding),"water, cinnamon sticks, cloves, anise seed, white sugar, water, bread, evaporated milk, eggs, vanilla extract, salt, butter","water, cinnamon stick, clove, anise seed, white sugar, bread, evaporated milk, egg, vanilla extract, salt, butter"
Swedish Nuts,"egg whites, sugar, salt, vanilla extract, pecan halves, butter","egg white, sugar, salt, vanilla extract, pecan half, butter"
Haldi Ka Doodh (Hot Turmeric Milk),"turmeric, cardamom, black pepper, ginger, cloves, allspice, milk, honey, vanilla extract","turmeric, cardamom, black pepper, ginger, clove, allspice, milk, honey, vanilla extract"
Beef Pirozhki,"milk, active dry yeast, all-purpose flour, egg, butter, white sugar, kosher salt, oil, olive oil, butter, ground beef, onion, garlic, kosher salt, black pepper, dill weed, chicken broth, Cheddar cheese, Parmesan cheese, frying","milk, active dry yeast, all purpose flour, egg, butter, white sugar, kosher salt, oil, olive oil, ground beef, onion, garlic, black pepper, dill weed, chicken broth, cheddar cheese, parmesan cheese"
Portuguese Sausage Soup,"olive oil, Yukon Gold potatoes, sweet onion, carrots, celery, garlic, red pepper flakes, kale, bay leaves, chicken broth, garbanzo beans, tomatoes, linguica sausage, chorizo sausage","olive oil, yukon gold potato, sweet onion, carrot, celery, garlic, red pepper flake, kale, bay leaf, chicken broth, garbanzo bean, tomato, linguica sausage, chorizo sausage"
Cabbage and Kielbasa,"margarine, onion, savoy cabbage, potatoes, kielbasa sausage, red wine vinegar, salt and pepper, water","margarine, onion, savoy cabbage, potato, kielbasa sausage, red wine vinegar, salt, black pepper, water"
Instant Pot Filipino Chicken Adobo,"distilled white vinegar, soy sauce, garlic, olive oil, brown sugar, black peppercorns, bay leaves, onion, chicken thighs, scallions","distilled white vinegar, soy sauce, garlic, olive oil, brown sugar, black peppercorn, bay leaf, onion, chicken thigh, green onion"
Apples in Pajamas,"Granny smith apples, all-purpose flour, salt, eggs, vegetable oil, milk, water, oil, cinnamon, white sugar","granny smith apple, all purpose flour, salt, egg, vegetable oil, milk, water, oil, cinnamon, white sugar"
Adas Polo (Persian Rice and Lentils),"white rice, water, salt, water, salt, lentils, vegetable oil, onions, saffron, water, dates, raisins","white rice, water, salt, lentil, vegetable oil, onion, saffron, date, raisin"
Portuguese Kale Soup,"white pea beans, chorizo sausage, beef soup bones, water, cabbage, kale, potatoes, water, salt and pepper","white pea bean, chorizo sausage, beef soup bone, water, cabbage, kale, potato, salt, black pepper"
South African Melktert (Milk Tart),"spray, sugar, butter, egg yolks, cake flour, baking powder, salt, milk, vanilla extract, egg white, cinnamon sugar","cooking spray, sugar, butter, egg yolk, cake flour, baking powder, salt, milk, vanilla extract, egg white, cinnamon sugar"
Ba&#39;corn Cheese Corn,"bacon, sweet corn, garlic, green onions, jalapeno peppers, salt, cayenne pepper, heavy cream, mozzarella cheese, Monterey Jack cheese","bacon, sweet corn, garlic, green onion, jalapeno pepper, salt, cayenne pepper, heavy cream, mozzarella cheese, monterey jack cheese"
Rich and Creamy Potatoes au Gratin,"Yukon Gold potatoes, garlic, salt, heavy cream, black pepper, nutmeg, Gruyere cheese","yukon gold potato, garlic, salt, heavy cream, black pepper, nutmeg, gruyere cheese"
Authentic Greek Moussaka,"eggplants, salt, milk, butter, all-purpose flour, egg yolks, olive oil, onions, garlic, ground beef, allspice, white sugar, cinnamon, tomato sauce, parsley, egg white, Parmesan cheese","eggplant, salt, milk, butter, all purpose flour, egg yolk, olive oil, onion, garlic, ground beef, allspice, white sugar, cinnamon, tomato sauce, parsley, egg white, parmesan cheese"
Greek Chicken,"olive oil, lemons, garlic, rosemary, thyme, oregano, chicken","olive oil, lemon, garlic, rosemary, thyme, oregano, chicken"
Coconut Sauce,"coconut milk, brown sugar","coconut milk, brown sugar"
Gujarati Kadhi,"water, plain yogurt, chickpea flour, green chile peppers, ginger root, sugar, turmeric, salt, vegetable oil, ghee, red chile peppers, curry leaves, cumin seeds, mustard seed, asafoetida powder, cilantro leaves","water, plain yogurt, chickpea flour, green chile pepper, ginger root, sugar, turmeric, salt, vegetable oil, ghee, red chile pepper, curry leaf, cumin seed, mustard seed, asafoetida powder, cilantro leaf"
Tava or Turkish Stew,"olive oil, chicken breast, roasted red bell peppers, tomatoes, mushrooms, onion, garlic, salt and pepper, mozzarella cheese","olive oil, chicken breast, roasted red bell pepper, tomato, mushroom, onion, garlic, salt, black pepper, mozzarella cheese"
Vienna Schnitzel,"oil, pork sirloin, bread crumbs, cake flour, eggs, milk, salt and pepper","oil, pork sirloin, bread crumb, cake flour, egg, milk, salt, black pepper"
Asian Garlic Beef Cubes (Vietnamese Bo Luc Lac or Shaking Beef),"beef tenderloin, olive oil, oyster sauce, garlic, Cabernet Sauvignon wine, fish sauce, black pepper, soy sauce, dark soy sauce, sesame oil, fish sauce, lemon juice, black pepper, olive oil, oyster sauce, garlic","beef tenderloin, olive oil, oyster sauce, garlic, cabernet sauvignon wine, fish sauce, black pepper, soy sauce, dark soy sauce, sesame oil, lemon juice"
Traci&#39;s Adobo Seasoning,"salt, paprika, black pepper, onion powder, oregano, cumin, garlic powder, chili powder","salt, paprika, black pepper, onion powder, oregano, cumin, garlic powder, chili powder"
Thit Kho (Caramelized Pork Belly),"pork belly, white sugar, shallots, garlic, fish sauce, black pepper, coconut water, eggs","pork belly, white sugar, shallot, garlic, fish sauce, black pepper, coconut water, egg"
Spicy Potato Noodles (Bataka Sev),"green chile peppers, garlic, ginger, salt, turmeric, vegetable oil, potatoes, water, chickpea flour, salt, turmeric, mustard oil, deep frying","green chile pepper, garlic, ginger, salt, turmeric, vegetable oil, potato, water, chickpea flour, mustard oil, deep frying"
Avocado and Tuna Tapas,"solid white tuna, mayonnaise, green onions, red bell pepper, balsamic vinegar, black pepper, garlic salt, avocados","solid white tuna, mayonnaise, green onion, red bell pepper, balsamic vinegar, black pepper, garlic salt, avocado"
Easy Pavlova,"egg whites, white sugar, cornstarch, vanilla extract, lemon juice, heavy cream, kiwi","egg white, white sugar, cornstarch, vanilla extract, lemon juice, heavy cream, kiwi"
Mandelmakronen (Almond Meringues),"egg whites, sugar, almond flour, cinnamon","egg white, sugar, almond flour, cinnamon"
Norwegian Sour Cream and Raisin Pie,"sour cream, sugar, eggs, baking powder, salt, cinnamon, nutmeg, cloves, white vinegar, raisins, pie crust","sour cream, sugar, egg, baking powder, salt, cinnamon, nutmeg, clove, white vinegar, raisin, pie crust"
Polish Egg Bread,"active dry yeast, water, milk, butter, salt, salt, sugar, eggs, bread flour","active dry yeast, water, milk, butter, salt, sugar, egg, bread flour"
Oktoberfest Chicken and Red Cabbage,"bacon, bacon drippings, all-purpose flour, kosher salt, smoked paprika, chicken thighs, red onion, apple, red cabbage, red wine vinegar, red wine, brown sugar, cinnamon","bacon, bacon dripping, all purpose flour, salt, smoked paprika, chicken thigh, red onion, apple, red cabbage, red wine vinegar, red wine, brown sugar, cinnamon"
Jamaican Saltfish Fritters (Stamp and Go),"cod fish, water, all-purpose flour, black pepper, baking powder, tomato, onions, water, frying","cod fish, water, all purpose flour, black pepper, baking powder, tomato, onion, frying"
Spanish Omelette,"olive oil, potatoes, salt and pepper, onion, eggs, tomatoes, onions","olive oil, potato, salt, black pepper, onion, egg, tomato"
Shrimp Egg Foo Young,"bean sprouts, shrimp, eggs, green onions, garlic powder, vegetable oil, chicken broth, cornstarch, sugar, Chinese cooking wine, soy sauce","bean sprout, shrimp, egg, green onion, garlic powder, vegetable oil, chicken broth, cornstarch, sugar, chinese cooking wine, soy sauce"
Linguica (Smoked Portuguese Sausage),"Pork, fresh, backfat, raw, olive oil, garlic, pork butt, red table wine, sweet paprika, powdered milk, cider vinegar, salt, white sugar, hickory-flavored liquid smoke, marjoram, white pepper, black pepper, red pepper, cayenne pepper, hog casing, charcoal, wood chunks, toothpicks","pork, pork backfat, olive oil, garlic, pork butt, red table wine, sweet paprika, powdered milk, cider vinegar, salt, white sugar, hickory flavored liquid smoke, marjoram, white pepper, black pepper, red pepper, cayenne pepper, hog casing, charcoal, wood chunk, toothpick"
Chai Tea Latte,"water, chai tea bag, honey, sugar, milk","water, chai tea bag, honey, sugar, milk"
Pork Sinigang,"vegetable oil, onion, salt, ginger, plum tomatoes, pork chops, water, tamarind soup base, green beans","vegetable oil, onion, salt, ginger, plum tomato, pork chop, water, tamarind soup base, green bean"
Portuguese Sopas,"beef pot roast, onion, mint leaves, garlic, cinnamon, allspice, bay leaves, salt and ground black pepper, cover, cabbage","beef pot roast, onion, mint leaf, garlic, cinnamon, allspice, bay leaf, salt, black pepper, cabbage"
Filipino Beef Giniling (Afritada Style),"oil, garlic, ground beef, water, black pepper, red potatoes, baby carrots, soy sauce, raisins, tomato sauce, orange bell pepper, sugar","oil, garlic, ground beef, water, black pepper, red potato, baby carrot, soy sauce, raisin, tomato sauce, orange bell pepper, sugar"
Filipino Corned Beef and Cabbage,"butter, olive oil, onion, garlic, Roma tomatoes, cabbage, chicken stock, corned beef","butter, olive oil, onion, garlic, roma tomato, cabbage, chicken stock, corned beef"
Almond Cookies (Dim Sum Variety),"food coloring, vegetable shortening, vegetable shortening, sugar, egg, almond extract, all-purpose flour, baking soda, salt","food coloring, vegetable shortening, sugar, egg, almond extract, all purpose flour, baking soda, salt"
Arroz con Pollo Perunao (Peruvian Rice with Chicken),"vegetable oil, chicken thighs, chicken drumsticks, salt and black pepper, cilantro, garlic, aji pepper, Worcestershire sauce, orange juice, white rice, onions, white wine, chicken broth, black pepper, carrot, bell pepper, peas","vegetable oil, chicken thigh, chicken drumstick, salt, black pepper, cilantro, garlic, aji pepper, worcestershire sauce, orange juice, white rice, onion, white wine, chicken broth, carrot, bell pepper, pea"
Gourmet Pastelillos (Meat Pies),"olive oil, ground beef, onion, tomato sauce, pimento-stuffed olives, sofrito, sazon seasoning, garlic cloves, oregano, empanada dough, frying","olive oil, ground beef, onion, tomato sauce, pimento stuffed olive, sofrito, sazon seasoning, garlic clove, oregano, empanada dough, frying"
Portuguese Custard Tarts (Pasteis de Nata),"all-purpose flour, kosher salt, water, butter, white sugar, water, water, cinnamon stick, lemon, all-purpose flour, kosher salt, milk, egg yolks, vanilla extract","all purpose flour, salt, water, butter, white sugar, cinnamon stick, lemon, milk, egg yolk, vanilla extract"
Shakshooka,"olive oil, garlic, onion, jalapeno pepper, red bell pepper, tomatoes, sweet paprika, paprika, salt and pepper, tomato paste, water, saffron, parsley, eggs","olive oil, garlic, onion, jalapeno pepper, red bell pepper, tomato, sweet paprika, paprika, salt, black pepper, tomato paste, water, saffron, parsley, egg"
Bolo de Fuba Cremoso (Creamy Cornmeal Cake),"milk, white sugar, eggs, Parmesan cheese, butter, coconut, cornmeal, all-purpose flour, baking powder, salt","milk, white sugar, egg, parmesan cheese, butter, coconut, cornmeal, all purpose flour, baking powder, salt"
Gyoza Sauce,"rice vinegar, soy sauce, green onions, garlic clove, sesame oil, red pepper flakes, ginger root","rice vinegar, soy sauce, green onion, garlic clove, sesame oil, red pepper flake, ginger root"
Chicken Afritada (Filipino Stew),"vegetable oil, garlic, onion, tomatoes, chicken, water, tomato sauce, potatoes, green bell pepper, carrot","vegetable oil, garlic, onion, tomato, chicken, water, tomato sauce, potato, green bell pepper, carrot"
Delicious Easy Chicken Francese,"all-purpose flour, eggs, chicken breast, olive oil, chicken broth, white wine, butter, lemons, salt and pepper, water, cornstarch","all purpose flour, egg, chicken breast, olive oil, chicken broth, white wine, butter, lemon, black pepper, salt, water, cornstarch"
Chef John&#39;s Mulligatawny Soup,"butter, vegetable oil, chicken thighs, kosher salt, curry powder, garam masala, cumin, black pepper, mustard, coriander, cayenne pepper, garlic, ginger, yellow onion, carrots, celery, tomato paste, Yukon Gold potatoes, tomato, Granny Smith apples, red lentils, bay leaf, tamarind paste, chicken broth, coconut cream, Greek yogurt, cilantro, green onion, red pepper flakes","butter, vegetable oil, chicken thigh, salt, curry powder, garam masala, cumin, black pepper, mustard, coriander, cayenne pepper, garlic, ginger, yellow onion, carrot, celery, tomato paste, potato, tomato, apple, red lentil, bay leaf, tamarind paste, chicken broth, coconut cream, greek yogurt, cilantro, green onion, red pepper flake"
